country,points,price,variety,type,title,description
US,89,40,Bordeaux-style Red Blend,red,Ehret 2007 Bella's Blend Red (Knights Valley),"An interesting and flavorful blend of Bordeaux varieties and Syrah that has some real complexity. It's a dry, smoothly tannic wine, with rich berry, currant and chocolate notes. Made in the modern style of soft appeal, it's ready to drink now."
US,91,39,Bordeaux-style Red Blend,red,Auclair 2013 Right Blend Artz Vineyard Red (Red Mountain),"A blend of Merlot (73%), Cabernet Franc (24%) and Petit Verdot, it rises from the glass with aromas of cedar, flowers and red and black fruit. The black-fruit flavors are dense but deft, with firm tannins backing them up."
France,88,20,Pinot Noir,red,Allimant-Laugner NV Rosé Pinot Noir (Alsace),"The nose hovers somewhere between pink grapefruit and Cox Orange Pippin apple: that is to say the flavors are pure, fruity and crisp. The palate is dry and aromatic, fizzy and easy, foaming and light. This is an ideal party wine, enlivening everything with its weightless freshness."
US,82,20,Chardonnay,white,Jax 2007 Y3 Chardonnay (Napa Valley),"Too sweet and oaky for comfort, with caramelized flavors of pineapple and apple juice that finish with a white sugar aftertaste."
US,92,50,Pinot Noir,red,Gary Farrell 2010 Stiling Vineyard Pinot Noir (Russian River Valley),"A strong, punchy Pinot Noir, ungainly now for its immaturity, showing tons of jammy raspberries and cherries. The acidity is tart, which is good in a wine this rich, providing balance, and there's also a scour of tannins. All indications suggest cellaring this wine for at least six years."
US,93,30,Chardonnay,white,Domaine Eden 2013 Chardonnay (Santa Cruz Mountains),"Extremely refreshing and lovely on the nose, this slightly lower-priced bottling from the Mount Eden team shows nectarine, crisp pluot, cherimoya flesh and the lightest hint of Key-lime zest on the nose. The structure on the sip is intense, with stony crushed-concrete elements and flavors of lime rind, cold Gala apple and gunmetal."
France,89,37,Bordeaux-style White Blend,white,Château Gravas 2009  Sauternes,"A rich wine from a fine Sauternes year. It has honey, sweet orange marmalade and just enough freshness. At the same time, there is enough botrytis to give a good dry edge. With its weight and bit of spice, it could age."
US,91,40,Pinot Noir,red,Evening Land 2008 Occidental Coast Pinot Noir (Sonoma Coast),"This blend of different vineyards is immediately appealing for its silky mouthfeel and delicious flavors. Floods the mouth with raspberries, cherries, red currants, licorice, bacon, dusty herb and sandalwood flavors. So pretty, so polished, so refined. Will develop over the next two–four years."
US,88,25,Cabernet Sauvignon,red,Thurston Wolfe 2012 The Teacher Cabernet Sauvignon (Horse Heaven Hills),"Hailing from Destiny Ridge, Double Canyon and McKinley Spring vineyards, this wine is lighter in color and shows subtle suggestions of vanilla, chocolate, woodspice and red cherry. It's reserved in style with coffee flavors and soft, plump tannins."
France,88,29,Chardonnay,white,Clos des Rocs 2015 Les Barres  (Pouilly-Loché),"This warm, ripe wine is smoothly creamy and ready to drink. Touches of yellow fruits are balanced with just the right amount of acidity. The wine is rich and generous."
US,91,22,Sauvignon Blanc,white,Barber 2016 Lumiere Laughing Raven Vineyard Sauvignon Blanc (Alexander Valley),"Crisp and tart in lemon peel and grapefruit, the loveliest aspect of this lightly ripe wine is its sublime texture, an earthy velvety expression of fineness and elegance that persists in its delicacy."
US,86,35,Pinot Noir,red,Lagana 2013 Breezy Slope Vineyard Pinot Noir (Walla Walla Valley (WA)),"Grown in the southern section of the valley in the foothills of the Blue Mountains, this rare varietal bottling from this appellation shows aromas of cranberry, raspberry and citrus, along with some hints of oxidation. It's tart and full in feel, not seeming entirely varietally correct."
US,93,200,Cabernet Sauvignon,red,Diamond Creek 2011 Red Rock Terrace Cabernet Sauvignon (Napa Valley),"From a seven-acre section of the vineyard, this offers plenty of saddle leather and cedar amidst spicy cardamom layers, a soft, juicy core and tingling acidity. The structure and weight suggest the ability to cellar comfortably through 2020."
US,93,75,Bordeaux-style Red Blend,red,Raphael 2013 Primo Reserve Estate Bottled Red (North Fork of Long Island),"Ripe, rich fruit and bold, mouth dampening tannins express the rugged muscularity of this wine. A blend of classic Bordeaux grape varieties, it highlights pristine black cherry and cassis against a backdrop of spice, cedar, barnyard and tobacco complexities. It needs a few years to ease off its brawniness, but should improve beautifully through at least 2023."
US,85,16,Sauvignon Blanc,white,Sterling 2013 Sauvignon Blanc (Napa County),"Creamy vanilla and fig combine around a thick texture complemented by bright, consistent waves of ripe tangerine. The finish is short, filled in by more citrus."
US,92,45,Pinot Noir,red,Iris Vineyards 2015 Bayliss-Bower Vineyard Pinot Noir,"Despite the rather high listed alcohol, this looks and feels elegant, even refined. The well-balanced barrel treatment puts highlights of toast and caramel around fruit flavors that sing of spicy plum cake."
US,91,45,Chardonnay,white,Foley 2012 Bar Lazy S Ranch Chardonnay (Sta. Rita Hills),"Named after a property that Bill Foley's family owns in Texas, this kicks off with citrusy crème brûlée and tight honey elements on the nose. It opens softly with French toast on the palate, then tightens up with limestone minerality and lemon rind acidity. Just enough buttery vanilla lingers into the finish."
US,84,10,Chardonnay,white,Little Black Dress 2005 Chardonnay (California),"From giant Brown-Forman, it's a lip-smackingly fruity Chard, bigtime in pineapple, vanilla and smoky caramel flavors, with a sweet, honeyed finish."
US,88,38,Pinot Noir,red,Matrix 2009 Bacigalupi Vineyard Pinot Noir (Russian River Valley),"A soft, delicious Pinot, although you should give it an hour or two in a decanter to let it breathe. It's rich and sweet in raspberry, cherry, brown sugar and cinnamon flavors, showing the warmth of its vineyard origin. Drink now."
US,90,38,Pinot Noir,red,Hirsch 2014 Bohan-Dillon Pinot Noir (Sonoma Coast),"Somewhat lean in texture but very tasty and classic in terms of aroma and flavor, this wine has a unique presence. Aromas suggest rhubarb, raspberry and black tea, and the flavors reflect that complexity, too. At less than half the price of Hirsch's higher-priced wines, it has almost as much charm."
US,90,75,Cabernet Sauvignon,red,Respite 2010 Indulgence Reichel Vineyard Cabernet Sauvignon (Alexander Valley),"This wine was made by Bordeaux-trained winemaker Denis Malbec and his wife, sommelier May-Britt Malbec. They've sourced some exceptional fruit from the Reichel Vineyard, including some Malbec, with some Cabernet Franc also blended in. Offering big tannins that await the cellar, it is otherwise a juicy wine rich in black and blue berry fruit, as well as a taste of graham cracker and cigar. Enjoy through 2025."
Italy,90,29,Red Blend,red,Baglio del Cristo di Campobello 2012 Adènzia Red (Sicilia),"A blend of Nero d'Avola and Syrah, this conveys aromas of scorched earth, crushed flower, dark berry and a whiff of cooking spice. The palate offers ripe cherry, graphite, ground black pepper and a smoky note alongside velvety tannins."
France,88,45,Pinot Noir,red,Bouchard Père & Fils 2011  Monthélie,"This is a ripe and fruity wine, with soft tannins and rich raspberry fruits. Already accessible, it's very full in the mouth, wonderfully juicy and jammy, yet with some freshness at the end."
US,92,80,Pinot Noir,red,Testarossa 2014 Niclaire Pinot Noir (California),"Welcoming on the nose, this top-end bottling offers aromas of baked red cherry, clove and black plum before diving into crushed graphite, wet slate and loamy mud aromas. Soft on the palate but immediately vibrant with acidity, flavors of dark cranberry and tart cherry are lifted by anise-like spice."
US,92,80,Cabernet Sauvignon,red,The Grade 2007 Winfield Vineyard Cabernet Sauvignon (Napa Valley),"Shows a great return to form over the 2006, with the lush flavors and rich attractions of the 2005. With soft but complex tannins, the wine immediately appeals for its wealth of blackberries, black currants and plums, enriched with smoky oak. Very rich, pure and refined. Fine now, with a good decant, and should age well for a decade."
US,90,70,Cabernet Sauvignon,red,Apsara 2014 Cabernet Sauvignon (Napa Valley),"Robust, pillowy tannins provide a density and grip that lasts through the finish of this 100% varietal wine. Blackberry, black currant and vanilla are the highlights, finding balance and powerful concentration on the palate."
US,93,90,Pinot Noir,red,Donum 2012 West Slope Pinot Noir (Carneros),"Substantive in oak and weight, this concentrated, estate-grown wine is impressive in velvety texture and a savory conjuring of tobacco and black tea. Dark, brambly blackberry and dark cherry join in on the fun, providing vibrancy amid all the sophistication. Finishing with a dash of cardamom, this wine will cellar nicely through 2020."
Italy,89,22,Red Blend,red,Arduini 2011  Valpolicella Classico Superiore Ripasso,"This structured ripasso has intense aromas of prune, raisin and graphite. The round and velvety palate offers a ripe blackberry core, spiced by accents of chocolate, mint, tobacco and bitter almond. Pair this with seasoned cheeses or spicy red-meat dishes."
US,84,11,Sauvignon Blanc,white,Parducci 2010 Small Lot Blend Sauvignon Blanc (Mendocino County),"This Sauvignon Blanc smells of lemon, vanilla and pear. It's crisp and steely, with sourness on the finish."
France,87,24,Riesling,white,Marc Kreydenweiss 2005 Au Dessus de la Loi Andlau Riesling (Alsace),"An atypical offering, this full-bodied Riesling possessing a slightly oily texture is saturated with a creamy butteryness and earthy essences such as mushroom and truffle. While hints of white peach might surface in the mouth, it is surprisingly easy to take pleasure in its other slightly odd and unexpected characteristics."
France,88,16,Bordeaux-style Red Blend,red,Château La Rame 2011  Bordeaux,"Richly textured and spicy, this is a finely integrated wine. It has ripe berry flavors and a palate that's textured with tannins from fruit as well as wood. The structure, held within a lacework of acidity, reflects the wine's potential. Drink from 2016."
US,92,125,Chardonnay,white,Domaine Serene 2013 Récolte Grand Cru Chardonnay (Dundee Hills),"Reflecting the cool 2013 harvest, this top Chardonnay is sophisticated and subtle, without the over-the-top power of the previous vintage. Toasty and tightly wound fruit flavors spotlight apple, pear and citrus, all polished and well-integrated. Barrel fermentation and oak aging add highlights of vanilla and toasted coconut. Delicious already, it will likely improve through 2021."
US,87,30,Cabernet Sauvignon,red,Loft 2013 Cabernet Sauvignon (Lodi),"What a great wine for the price. This doesn't have too much tannin, but instead features plenty of tempting black cherry and olive flavors. It's a delicious, dry wine in a classic style."
US,91,36,Bordeaux-style Red Blend,red,Ott & Murphy 2009 Intrépide Red (Columbia Valley (WA)),"This Bordeaux-style blend is 62% Cabernet Sauvignon, 29% Petit Verdot and 9% Merlot. The PV shows through in the ripe, textural tannins. The concentrated berry and cassis fruit is annotated with barrel notes of vanilla, coffee and tobacco. This is a hand-crafted wine with distinctive, albeit somewhat rustic, appeal."
US,87,60,Cabernet Sauvignon,red,Pegasus Estate 2012 Cabernet Sauvignon (Santa Ynez Valley),"A bit thinner aromatically than some other Cabs, this shows black cherry, tobacco ash, soft cedar and rose petals on the nose. The palate is also relatively light, but offers complex black pepper, thyme, red cherry, turned earth and dried-mint flavors."
US,88,24,Chardonnay,white,Talbott 2011 Sleepy Hollow Vineyard Logan Chardonnay (Santa Lucia Highlands),"This is sort of a junior version of Talbott's more expensive Sleepy Hollow Chardonnay. It resembles it in many ways, offering concentrated tropical and citrus fruit flavors, highlighted by brisk acidity and wrapped into a creamy texture."
France,95,120,Bordeaux-style Red Blend,red,Château Cos d'Estournel 2007  Saint-Estèphe,"With its perfumed aromas, this is a wine that has richness and sweetness, with soft velvet power. It has an intense wood element that needs to blend into the rest of the wine, but the sweet black currant and freshness provide a good balance. This is a seductive wine, with a fine solid character."
France,88,19,Pinot Gris,white,Kuentz-Bas 2014 Tradition Pinot Gris (Alsace),"Very ripe pear fruit is dangerously close to tipping over into cloying richness, almost hinting at cream soda. The palate is less overwhelming. As always, that special streak of Alsace acid saves the day."
France,87,13,Bordeaux-style Red Blend,red,Château les Mottes Pradier 2011  Côtes de Bourg,"Solid and tannic, very firm from the opening to the finish. It is based around a dark core of wood and spice as well as more juicy fruit flavors. The wine needs time to round out and bring more of the juiciness to the fore."
US,85,15,Cabernet Sauvignon,red,Troon 1999 Cabernet Sauvignon (Applegate Valley),"A firm and fruity effort with some nice toasty elements. Precise and tangy, it offers some ripe berries and cranberries, and a pleasantly toasty finish."
France,91,78,Chardonnay,white,Comtes de Dampierre NV Cuvée General Patton Grand Cru Blanc de Blancs Brut Chardonnay (Champagne),"General Patton stayed at the Dampierre estate on his march towards Germany in World War II and this rich Chardonnay is made in his honor. It is a ripe, full-bodied wine that has a tight structure and tense citrus and mineral texture. It makes a strong statement, probably like its namesake."
US,90,50,Merlot,red,The Grapes of Roth 2005 Merlot (Long Island),"Big and brooding with richly concentrated black plums and velvety, mouthfilling tannins, Roman Roth's namesake Merlot is boldly structured, but beautifully nuanced as well, with sprays of violet perfume and just a whiff of wet, earthy forest and dried herb notes. Drink now with a good decant, or hold for another 2–3 years."
US,86,34,Zinfandel,red,Occidental Road Cellars 2007 Helen's Ridge Vineyard Zinfandel (Russian River Valley),"Jammy, this Zin has softened and mellowed as it nears five years of age. With raspberry, cherry and cola flavors, it's ready to drink now."
US,90,50,Pinot Noir,red,Roco 2015 The Stalker Pinot Noir (Willamette Valley),"Not a mere whole-cluster wine, the Stalker is made by drying the stalks separately and adding them to whole berries. It's slightly chalky as a result, with a green edge to the tannins and green tea flavors. Black cherry, espresso and cacao components also factor in. Give it another couple of years and drink after 2020."
US,92,31,Pinot Noir,red,Indigené 2012 Edna Valley Pinot Noir (California),"Ripe raspberry, slight minerality, mossy earthiness and a minty lift kick off this offering. On the palate, expect sour cherry, mocha and a pleasing espresso finish bolstered by tingling acidity. Though 2010 was considered a less-than-optimal year, the vintage look like a shining star now that wines like this have had time to come into their own."
Italy,90,19,Red Blend,red,Gagliole 2012 Rubiolo  (Chianti Classico),"Bright and savory, this opens with aromas of blue flowers, mint, dark berry and an earthy whiff of underbrush. The firm palate doles out black cherry, crushed raspberry, peppermint and white pepper alongside firm, sleek tannins. Drink through 2020."
US,88,40,Zinfandel,red,Rosenblum 2013 Rockpile Road Vineyard Zinfandel (Rockpile),"Bright with a touch of smoky leather, this ripe, full-bodied red is lengthy and lush on the palate, seasoned with black pepper, mocha and blackberry preserve."
US,93,35,Zinfandel,red,St. Amant 2014 Lodi Native Marian's Vineyard Zinfandel (Mokelumne River),"This is one of the best Lodi Native wine yet. It has beautiful, soft, fruit and floral aromas, luxurious and soothing berry and black-currant flavors and a layered texture that seems to melt in the mouth. It's full bodied, braced by fine-grained tannins, and seems to unfold nuance after nuance with each sip before lingering nicely on the finish."
US,88,58,Pinot Noir,red,Arista 2009 Bacigalupi Vineyard Pinot Noir (Russian River Valley),"Tastes young and acidic but weirdly ripe now, with jammy raspberry, cherry and cola flavors and a tart finish. The question is whether it will age. Unlikely, but you never know."
France,84,18,Bordeaux-style Red Blend,red,Château la Mothe du Barry 2014 Cuvée Design  (Bordeaux Supérieur),Strawberry fruit flavors dominate this soft wine. It is unfocussed and misses out on clarity and shape.
US,86,90,Cabernet Sauvignon,red,Laird 2013 Flat Rock Ranch Cabernet Sauvignon (Napa Valley),"Densely packed with black fruit and barrel toast, this wine is mouth-puckering with tannin and power. A lightly perceptible dried herb note weaves through its dark texture."
US,90,25,Chardonnay,white,Chateau St. Jean 2013 Belle Terre Vineyard Chardonnay (Alexander Valley),"A vineyard-designate for the producer since 1975, the fruit shows well in this wine, an exotic tribute to tropical elements and stone fruit like peach, supported by a medium-weighted amount of vanilla oak. The ripeness of the fruit is complemented by endnotes of minerality and herbs."
France,86,13,Rhône-style Red Blend,red,Cave de Rasteau 2015 Ortas Les Viguiers Red (Côtes du Rhône),"This blend of 70% Grenache, 20% Carignan and 10% Cinsault smells plummy and superripe, balanced out by hints of crushed stone. It's medium in body and creamy in texture, with nearly overripe flavors that stay just on the fresh side of raisin. Drink now."
US,92,50,Zinfandel,red,Ruby Hill Winery 2012 Jewel Collection Series Estate Reserve Zinfandel (Livermore Valley),"Extremely flavorful and intensely fruity, this wine is exuberant, concentrated, very ripe and very full bodied. But it's also smooth and luscious, light on tannins and so packed with blackberry, blueberry and milk-chocolate flavors that they won't quit on the finish."
US,88,35,White Blend,white,Kontokosta 2013 Anemometer White (North Fork of Long Island),"This rich cream-textured blend of Chardonnay and Viognier evokes warming pastry notes of vanilla, caramel and crème brûlée. It's a dry full-bodied wine with soft acidity and accents of toast, smoke and orange peel."
US,87,13,Sauvignon Blanc,white,Zero One Vintners 2011 Copper Lily Sauvignon Blanc (Columbia Valley (WA)),"This is a broadly fruity, wide open style with fresh melon, pink grapefruit and orange marmalade flavors criss-crossing the palate. It's ready to enjoy right now, low in alcohol, with a touch of marshmallow sweetness to cut the acid."
US,85,45,Cabernet Sauvignon,red,Ascension Cellars 2010 Ethereal Cabernet Sauvignon (Paso Robles),"The winery is part of the emerging garagiste movement in Paso Robles. It's an ambitious wine, blended with Petite Sirah and Malbec, both of which add complexity. But there's a candied tone to the blackberry flavors that makes it lush and soft."
US,88,18,Sauvignon Blanc,white,SuLei 2013 Sauvignon Blanc (Yakima Valley),"Fermented in stainless steel, then aged in a mix of neutral oak and stainless steel barrels, this offers a crisp, varietally true style with an emphasis on fruit rather than grassy herbs. Honeydew melon, tangerine and peach roll across the tongue, propelled with fresh, juicy, natural acidity. The wine did not go through (nor did it need) malolactic fermentation. Lively and light-hearted."
US,85,13,Cabernet Sauvignon,red,Girasole 2009 Cabernet Sauvignon (Mendocino),"An easygoing, savory wine with penetrating tannins and a pronounced flavor of cranberry. A good go-to pick for a crowd."
US,90,16,Zinfandel,red,Sextant 2013 Zinfandel (Central Coast),"This wine from San Ardo Ranch in the San Lucas appellation wins against Zins twice the price. Black cherry and blackberry aromas meet with sensuous lilacs and wet asphalt on the nose. The palate's cherry juice front quickly turns to tobacco, dried blueberry and a tarry, dried-berry finish."
US,91,35,Syrah,red,MacLaren 2012 Drouthy Neebors Syrah (Sonoma County),"A Syrah from two cooler-climate vineyards that is blended with 24% Zinfandel, this crowd-pleaser is surprisingly complex in thick, meaty tannins and black, brambly fruit. The juiciness of the Zin cuts through the denser aspects of the wine though, with the naturally high acidity keeping everything in check and pleasantly vibrant."
US,86,23,Pinot Noir,red,Husch 2011 Pinot Noir (Anderson Valley),"This is a tremendously light Pinot with a bouquet of yellow cherry and cranberry. It's slightly more savory than fruity, expressing the region's cool vintage. The texture of the wine is soft and pleasant with a subtle hint of fuzzy tannins."
US,91,42,Chardonnay,white,Eric Kent 2013 Chardonnay (Russian River Valley),"From three vineyards, including Roberts Road, this wine impresses in floral honeycomb and a freshness that belies its medium-bodied weight and pithy texture, finishing in vanilla that never gets sweet."
US,92,28,Pinot Noir,red,Byron 2006 Nielson Vineyard Pinot Noir (Santa Maria Valley),"A lovely, complex Pinot that shows much of the flair of Byron's more expensive bottlings. The wine is dry and crisp and elegant, with long, deep flavors of currants, cola, sweet leather and dusty Asian spices. Good now, and will develop for at least six years."
US,90,23,Merlot,red,Novelty Hill 2014 Merlot (Columbia Valley (WA)),"Espresso, dark chocolate, herb and purple fruit aromas lead to a soft, smooth palate in this wine. Fruit and barrel notes play equal parts, yet it comes up short on the finish."
France,91,26,Pinot Gris,white,Domaine Fernand Engel 2013 Gloeckelberg Grand Cru Pinot Gris (Alsace),"The bitter-sweet edge of dark fir honey engulfs nose and palate which nonetheless has a core of bright, ripe, juicy and slightly sweet pear. The sweetness sings with that bitter tinge. This is rich but fresh and balanced and leaves with an off-dry aftertaste of more honey."
US,88,8,Sauvignon Blanc,white,Al 2016 Sauvignon Blanc (Monterey County),"Made by the team at Wrath, this is one of the better canned wines on the shelves right now. Light in the glass, it offers very refreshing, mineral-driven aromas of wet riverstone and rain on cement as well as slight touches of Pink Lady apples and green hay. Asian pear flesh mixes with slightly sour lime peel and sweet chives on the palate."
France,88,38,Bordeaux-style Red Blend,red,Château la Tour de By 2012  Médoc,"The dominance of Cabernet Sauvignon in the blend of this structured wine gives strong tannins and tight black currant fruit at this young stage. It has good potential, however, a solid and powerful wine that needs several years. Drink from 2018."
US,92,32,Chardonnay,white,Array 2011 Dijon Clone Chardonnay (Yakima Valley),"Sourced entirely from the Otis Harlan Vineyard, these vines were planted about 25 years ago. It's a pleasure to see them singled out for this showcase bottling. It's a rich, oily, nutty, buttery style to be sure, but also dense with ripe apple, pear and peach fruit. The acidity buoys it up throughout a strong, long finish."
US,88,35,Bordeaux-style Red Blend,red,Wölffer 2013 Fatalis Fatum Red (Long Island),"Black-cherry and currant flavors are concentrated but restrained in this full-bodied Bordeaux-style blend. Smoky, woody and a bit savory in style, it's abundantly oaky but should balance out neatly from 2020. Bold tannins and brisk acidity mark the finish."
US,88,27,Pinot Noir,red,Johan Vineyards 2005 Pinot Noir (Willamette Valley),"Young, tight, firm and somewhat acidic, this is one Pinot Noir that needs decanting. Like the other releases from Johan, it is a subtle wine that rewards your attention. Details of fruit, earth, rock and herb emerge slowly as the wine opens, suggesting that a few bottles should be tucked away in the cellar for future reference."
US,89,34,Pinot Noir,red,Melville 2011 Estate Pinot Noir (Sta. Rita Hills),"Give this wine credit for sheer exuberance. It's a mélange of cherries, root beer, sweet mushu plum sauce and smoky sandalwood, folded into soft, smooth tannins, and brightened with acidity. Textbook coastal Pinot Noir for drinking now."
US,94,75,Cabernet Sauvignon,red,Blue Rock 2007 Best Barrels Cabernet Sauvignon (Alexander Valley),"Shows the softness and herbal quality that mark Alexander Valley Cabernet, in the best sense. The wine feels fine and beautiful in the mouth, with the complexity and elegance to pair with great food. Delightful for its cherry, berry, currant, cola and oak flavors. Great now, and should develop over the next five years."
US,91,17,Pinot Gris,white,Ponzi 2013 Pinot Gris (Willamette Valley),"This leesy and creamy yet bracing wine reveals abundant melon, citrus and pear fruit flavors. Balance and finesse are on full display, as always the case in Luisa Ponzi's wines."
US,91,28,Chardonnay,white,Alma Rosa 2014 Chardonnay (Sta. Rita Hills),"Quite light and restrained on the nose, this bottling from Richard and Thekla Sanford shows pithy Key lime and scratched grapefruit-skin aromas. There is a decent sizzle of acidity to the palate, with lime rinds, pith and juice playing together. Touches of almond and flint add interest."
US,90,56,Pinot Noir,red,Pali 2012 Durell Vineyard Pinot Noir (Sonoma Coast),"Given ample time in oak, this wine delivers size and strength, a feisty celebration of big blackberry fruit and muscular tannins, well representative of both the vineyard and the vintage. Strawberry, mushroom and truffle figure prominently, with a finish of black tea."
US,91,32,Chardonnay,white,Shannon Ridge 2015 Red Hills Ranch Reserve Chardonnay (Lake County),"Unabashedly buttery and oaky in aroma and flavor, this first-class, full-bodied wine has a mouth-filling, creamy texture that lingers long into the finish. It starts with buttered toast and almond aromas and opens into a rich pear-and-hazelnut palate, its flavors unfolding in nuanced layers."
US,91,52,Pinot Noir,red,Arista 2010 Perli Vineyard Pinot Noir (Mendocino Ridge),"Thick and foresty, this Pinot Noir embodies the extremes of the Perli Vineyard. It bursts with dark blue and earthy red fruits that are tempered by a savory undertone. This wine takes time to reveal itself, so age it for 5–7 years, and pair it with stews, risottos or seasoned braised lamb."
US,89,14,Pinot Noir,red,Stone Wolf 2012 Barrel Select Cuvée Pinot Noir (Willamette Valley),"This is a toasty, tasty, forward and easy-drinking Pinot Noir. Flavors of black cherry soda, cola and light toast are front and center, and the finish comes on clean and refreshing."
France,84,15,Bordeaux-style Red Blend,red,Château Clos Bourbon 2012  Cadillac Côtes de Bordeaux,"The wine is soft, just juicy and with little in the way of concentration. Barrel-aged for 12 months in one-third new oak, it is attractive and ready to drink now. Vines are planted on limestone and clay above limestone and iron schist subsoil."
US,90,24,White Blend,white,Uvaggio 2015 Zelo Bianco White (Carneros),"This proprietary blend combines 63% Pinot Grigio from Carneros, 22% Traminer from Carneros and a small percentage of Moscato Giallo from Lodi. Together they harmonize in a light, crisp and floral bouquet of apricot, ginger and lemon, never becoming overly fussy and instead focusing entirely on refined refreshment."
Italy,87,20,Pinot Grigio,white,Collavini 2014 Villa Canlungo Pinot Grigio (Collio),"This vibrant Pinot Grigio offers delicate scents of white flower, orchard fruit and a whiff of citrus. The crisp palate shows crunchy Granny Smith apple, green pear and tangerine while bracing acidity gives it a clean finish."
US,90,18,Sauvignon Blanc,white,Barons V 2012 Sauvignon Blanc (Columbia Valley (WA)),"Matthew Loso makes excellent Sauvignon Blanc, and this is no exception. Smooth, lush and creamy, it's bursting with concentrated fruit flavors of apple, peach and papaya—definitely not a grassy style by any measure. Everything points to barrel fermentation, including the lick of fresh cream in the finish."
France,86,13,Chardonnay,white,Domaine du Colombier 2015 Chardonnay (Val de Loire),"This creamy wine has soft fruit flavors and light acidity. It has a touch of spice as well as pear and melon fruits. The texture is warm, ripe and rounded with just enough acidity at the end to keep the wine buoyant. Drink now."
US,92,29,Zinfandel,red,Seven Angels 2012 St. Peter of Alcantara Vineyard Zinfandel (Paso Robles),"Coming from a vineyard named after the patron saint of night watchmen, this wine offers luxurious purple aromas of blackberry-vanilla sauce and dark chocolate. The palate is sticky and singing with coffee, milk chocolate and dried cherries, showing plenty of deep tannins and boisterous acidity that will make this bottling last a while."
France,91,26,White Blend,white,Domaine Rotier 2014 Les Gravels White (Gaillac),"This wine is dense and structured, showing it this is still a work in progress. It has richness rather than huge sweetness with a dry core of botrytis. Bitter honey and spice go with the ripe yellow fruit flavors. Drink from 2018."
France,91,60,Chardonnay,white,Joseph Perrier NV Cuvée Royale Brut Blanc de Blancs Chardonnay (Champagne),"With five years' bottle aging, this Champagne is just beginning to show some attractive signs of maturity. The toasty aroma is followed through on the palate and this toastiness has softened the tight mineral texture of the wine. Drink this balanced wine now."
US,91,65,Bordeaux-style Red Blend,red,Pepper Bridge 2013 Trine Estate Vineyards Red (Walla Walla Valley (WA)),"Cabernet Sauvignon (37%) and Cabernet Franc (34%) make up the majority of this wine, with the balance Merlot (16%), Malbec (8%) and Petit Verdot. The aromas are quite locked up, with light notes of barrel spice, herb and assorted dark fruit. The palate has light tightly coiled fruit flavors. It needs time to reveal its charms. Best after 2021."
US,86,14,Riesling,white,Lucas Vineyards 2013 Dry Riesling (Finger Lakes),"Dusty, savory mineral and earth tones go head-to-head with fresh apple, lemon and lime notes in this crisp dry Riesling. It's a refreshing everyday wine marked by spine tingling acidity—a perfect pairing for creamy cheeses and rich braises. Drink now."
US,92,45,Pinot Noir,red,Sean Thackrey 2010 Cassiopeia Wentzel Vineyard Clone 114 Pinot Noir (Anderson Valley),"Bolinas-based Sean Thackrey's new project, Cassiopeia is centered on one block from a single Anderson Valley vineyard. His quest was to see what four different Pinot Noir clones on one rootstock, all the same age, and treated otherwise similarly, could become once turned into wine. This, the 114, is lightly rendered, though deceptively full and meaty, tasting of dark cherry and herb."
France,91,58,Pinot Noir,red,Bouchard Père & Fils 2007 Clos de la Mousse Premier Cru  (Beaune),"Bold brush strokes characterize this wine, the fruit a complex mélange of red berries, acidity and weight. The wine has good density, offering a strawberry jam character to go with the fresh edge. Tannins are enveloped in the fruits, promising medium-term aging."
US,88,50,Chardonnay,white,Lynmar 2011 Divinity Late Harvest Chardonnay (Russian River Valley),"This sugary-sweet dessert Chardonnay tries hard to please, offering waves of honey, tangerine, mango and vanilla flavors. It's tantalizingly delicious, but could be just a tad more concentrated, especially at this price."
US,91,48,Pinot Noir,red,WillaKenzie Estate 2012 Aliette Pinot Noir,"This selection is from the winery's first planted vineyard, now nearing 20 years of age. It's all Pommard clone, offering a burst of pretty cherry fruit backed with stiff tannins and a streak of iron. Still showing some sharp edges, it's just out of 15 months in 50% new oak, and will benefit from aerating or further bottle age."
US,89,39,Pinot Noir,red,La Fenêtre 2008 Los Alamos Vineyard Pinot Noir (Santa Barbara County),"This enormously rich, extracted Pinot Noir will please flavor-forward fans. It's explosive in raspberries, cherries, cola, figs, bacon, orange zest and other umami tastes, wrapped into a silky texture and brightened with crisp acidity. Seems best now and for a year or two."
US,89,14,Chardonnay,white,Three Rivers 2013 Steel Chardonnay (Columbia Valley (WA)),"Steel is the medium and the message, meaning it's completely unoaked, with no malolactic fermentation. The flavors are spicy and bright, mixing cucumber, mint and green melon with a dash of white pepper."
US,93,48,Syrah,red,Ila 2014 Syrah (Santa Ynez Valley),"This new project by wine bar owner Ash Mehta and winemaker Mary Bradley shows much promise, starting with woody elderberry, tar, black pepper and dense lavender on the buoyant nose. The sip starts with powerful pepper and then coalesces around cassis and black-currant fruit, a tarry minerality, dried herbs of thyme and juniper and a cocoa finish."
France,88,25,Bordeaux-style Red Blend,red,Château Haut-Macô 2010  Côtes de Bourg,"Showing the typical power and concentration of the 2010 vintage, this is a dense and structured wine. Good acidity and black plum flavors show through the big tannic texture and dry core. The wine still needs to age so drink from 2018. This is a 60% Merlot, 30% Cabernet Sauvignon, 10% Cabernet Franc blend from Mallet Frères."
